index,Open,Close,High,Low,ATR,EMA_fast,EMA_slow,RSI,BBL_15_1.5,BBM_15_1.5,BBU_15_1.5,BBB_15_1.5,BBP_15_1.5,EMASignal,TotalSignal
65,198.02,198.11,199.62,196.16,3.0860992425484013,190.44139767499047,188.38959999999994,72.38432236102982,183.58179237963526,191.794,200.00620762036476,8.563570935863218,0.8845494592914026,2,0
66,195.09,197.96,198.0,194.85,3.110942207898632,190.92646879273303,188.69619999999995,71.53118901124303,185.6031486251011,192.9126666666667,200.22218470823228,7.578059199394801,0.8452576014336135,2,0
67,193.08,194.71,194.72,191.721,3.557807606770257,191.17056758029864,188.96719999999993,55.72089114258279,187.9250742172179,193.76600000000005,199.60692578278218,6.0288448776174715,0.5808091075889613,2,0
68,193.11,193.18,193.49,191.42,3.5195493772316517,191.3002083815697,189.18039999999993,49.94639237311614,189.91303747986592,194.36133333333336,198.8096291868008,4.577346509388811,0.3672150670450002,2,0
69,194.2,195.71,195.99,193.67,3.418185180484273,191.58471106662972,189.4071999999999,57.9525244023833,192.26917720585882,195.0326666666667,197.79615612747457,2.833873430578681,0.6225503738912935,2,0
70,193.63,194.27,195.0,193.59,3.2327301547008065,191.75795551394393,189.6461999999999,52.62885869750902,192.54975420180483,195.14866666666668,197.74757913152854,2.6635205961217814,0.33095493239065665,2,0
71,194.45,192.32,194.76,192.11,3.1494829897435452,191.79421644852818,189.86139999999992,46.237898470048464,192.31338223935543,195.0646666666667,197.815951093978,2.820894705664729,0.0012026674848420694,2,0
72,190.21,193.42,194.4,190.18,3.302413991208753,191.89910570991344,190.08359999999993,50.040459250782476,192.35783933269397,195.0826666666667,197.80749400063945,2.793510444091469,0.19490421540901995,2,0
73,189.98,189.43,190.05,187.4511,3.6833405638932155,191.73980856733837,190.19499999999994,38.94014660149009,191.45507049651573,194.84133333333335,198.22759617015097,3.4759183576560977,-0.2990125979734737,2,2
74,190.33,191.24,191.56,189.23,3.490006197622758,191.70756285331655,190.33679999999993,45.08063100778808,191.06110281680472,194.68400000000003,198.30689718319533,3.7218232450487,0.024689795783482092,2,0
75,189.84,189.95,190.32,188.19,3.4271481693909367,191.59417170148967,190.43499999999992,41.7553551201399,190.3358926834142,194.36866666666668,198.40144064991918,4.149613260627567,-0.04784457113351163,2,2
76,190.9,189.37,192.09,188.97,3.3832698594779465,191.45067675300646,190.47939999999994,40.27136891731373,189.5683138853829,194.00466666666668,198.44101944795045,4.573449554083345,-0.02235100488621586,2,2
77,189.78,190.4,191.08,189.4,3.1442313081239552,191.3828911560383,190.51039999999995,44.18546695146217,189.10659024419118,193.56866666666667,198.03074308914216,4.61032924317175,0.1449336175971702,2,0
78,189.92,189.79,190.67,188.9,2.94791254982053,191.280123984681,190.53979999999996,42.35886646768269,188.5934678506097,193.162,197.7305321493903,4.730259729543396,0.13095367508248534,2,0
79,190.87,189.97,190.9,189.25,2.762496471274741,191.19559985663707,190.55099999999996,43.12968108833358,188.30704102484927,192.65533333333332,197.00362564181737,4.5140637772644565,0.19121977746368318,2,0
80,191.49,191.31,192.93,190.825,2.7907112610926363,191.2029805110476,190.59119999999996,48.79376947450623,188.42658929385965,192.20199999999997,195.9774107061403,3.9285862854083944,0.38186715705536084,2,0
81,191.41,190.64,191.52,189.74,2.646323938079403,191.1666591877542,190.65039999999993,46.23549373326048,188.69560738139754,191.71399999999997,194.7323926186024,3.1488494513728096,0.32209073906076807,2,0
82,189.89,191.45,191.905,189.88,2.5575633754966316,191.18493924015715,190.76239999999996,49.77292931252276,188.7274664210961,191.4966666666666,194.26586691223713,2.8921654812830693,0.49157398119885515,2,0
83,190.25,189.69,190.38,188.57,2.603625750425684,191.0884915472438,190.81899999999993,42.950402443886176,188.50515350190665,191.26399999999998,194.02284649809332,2.8848570542217398,0.214735850456379,2,0
84,189.57,189.71,190.96,188.65,2.5616792146505865,190.99955660871194,190.92519999999993,43.04896874619771,188.70797727284142,190.86399999999998,193.02002272715853,2.2592240832829216,0.23237758919154916,2,0
85,187.845,188.01,189.5,187.78,2.4714393268433605,190.80668198879505,190.9245999999999,37.00989720563657,188.51321638284222,190.44666666666666,192.3801169504911,2.030437515830618,-0.13013429594032372,2,2
86,187.7,187.44,188.11,186.3,2.3769479944371668,190.58947669919536,190.83879999999994,35.171731753948606,188.0405435794136,190.12133333333333,192.20212308725306,2.1889071756840175,-0.14430664565757056,0,0
87,185.82,184.8,186.03,184.21,2.498812566660427,190.2159620734408,190.68639999999994,28.01199148521852,187.056295208424,189.54666666666665,192.03703812490932,2.627713271921775,-0.4530037478858954,0,0
88,183.97,186.4,186.565,183.53,2.575410771423223,189.96977097192848,190.53099999999992,36.6905149669969,186.5890676392341,189.34466666666668,192.10026569409928,2.9106698128273254,-0.03430608687110719,0,0
89,182.96,182.41,184.12,181.81,2.8632092326484773,189.48204381244923,190.2891999999999,27.50334733669761,185.08336688464377,188.756,192.42863311535623,3.891408077471693,-0.3639577927707681,0,0
90,182.35,182.89,183.45,181.59,2.719893627984407,189.05675066325895,190.0433999999999,29.851216069630194,184.05007112185137,188.28533333333334,192.5205955448153,4.498770176627636,-0.1369538725024378,0,0
91,179.18,181.82,182.44,178.97,2.891337395415204,188.58986352369385,189.8019999999999,27.634512143515266,182.93834167183837,187.78200000000004,192.6256583281617,5.158810033082687,-0.11544390583210568,0,0
92,176.38,179.23,179.43,176.21,3.2797177674987443,187.9860013608749,189.5553999999999,23.034156099747456,181.36672895637545,187.03733333333335,192.70793771029125,6.063606955785543,-0.18840398785867624,1,0
93,174.24,176.65,176.82,173.35,3.6511866578560657,187.25464643436683,189.3157999999999,19.450350056326464,179.41766326430104,186.16133333333337,192.9050034023657,7.2449739677759775,-0.2052045277993689,1,0
94,175.52,177.57,177.78,175.46,3.461017135305198,186.62983053537542,189.2135999999999,24.12750918039284,178.06588093588957,185.33466666666672,192.60345239744387,7.8439569471915505,-0.03411030082988535,1,0
95,171.0,173.97,174.23,170.12,4.030871830261597,185.81306727502863,189.0203999999999,19.264112822641707,176.18828832769282,184.17866666666671,192.1690450056406,8.676768578670597,-0.13880996828854067,1,0
96,169.35,170.77,170.9,167.9,4.322175854509939,184.84254680567196,188.7173999999999,16.065716712828333,173.87599888617044,182.85400000000007,191.8320011138297,9.81985749705189,-0.17297830813286333,1,0
97,169.02,170.29,171.17,168.87,4.033293589579945,183.90367281820926,188.41139999999993,15.63312539726334,172.02412529868914,181.4433333333334,190.86254136797768,10.382534162707476,-0.0920526063502876,1,0
98,166.91,168.22,168.96,166.83,3.9513945053542363,182.89182295896995,188.0519999999999,13.846606403771716,170.0050411213024,180.01200000000006,190.0189588786977,11.118101991753486,-0.08918998983309138,1,0
99,170.37,166.89,171.3775,165.67,4.202266718875061,181.8594472841977,187.6869999999999,12.802165104841432,168.16341853369528,178.4906666666667,188.81791479963812,11.571751426373089,-0.06165333287721131,1,0
100,171.88,171.1,173.06,170.65,4.4833714733214824,181.16528939489461,187.3977999999999,31.084961985409855,167.44399817416178,177.36333333333334,187.2826684925049,11.185327849617433,0.18428663651201577,1,0
101,173.05,173.44,173.67,171.45,4.210032691418412,180.66688362748206,187.2429999999999,38.98557367680423,167.2915531954284,176.43,185.5684468045716,10.359289014987928,0.3364054601431705,1,0
102,170.91,173.0,174.01,169.93,4.191456592644351,180.1722459740961,187.06479999999993,38.07363554631563,167.07741190012,175.64333333333335,184.20925476654668,9.753767786855938,0.3457064220152582,1,0
103,175.31,172.88,175.42,172.64,3.9898199365523013,179.70177849189636,186.83739999999992,37.80565438450744,167.30314081327123,174.74200000000002,182.1808591867288,8.51410558048871,0.3748464009560833,1,0
104,176.04,175.46,177.84,175.19,4.128417088473403,179.42811536338692,186.6337999999999,46.7578833323115,167.48814415363543,174.27866666666668,181.06918917969793,7.792717999178995,0.5869839788518709,1,0
105,175.58,175.84,177.575,175.11,3.8907860758343418,179.19662404962003,186.2999999999999,47.98319159097607,167.90472086746095,173.8086666666667,179.71261246587247,6.793614970337984,0.6720318412820256,1,0
106,176.645,177.15,178.42,174.8,3.8521023507151466,179.0645837883542,185.97139999999987,52.19713914478844,168.33148935582486,173.49733333333336,178.66317731084186,5.954954901333931,0.8535401652246897,1,0
107,176.75,178.72,179.075,176.51,3.6682305863272684,179.04235257620232,185.68279999999987,56.85185719048182,168.37950996897618,173.46333333333334,178.5471566976905,5.861553870393926,1.0169993418262042,1,1
108,181.42,178.85,181.93,178.14,3.685626216851947,179.02994273257636,185.3987999999999,57.23497243855613,168.25966730006598,173.61,178.96033269993404,6.1636227175093925,0.9896891739147915,1,0
109,180.07,180.71,182.34,179.04,3.6576796144445276,179.13833352402304,185.14099999999988,62.52476644830461,168.0110010425628,173.81933333333333,179.62766562410386,6.683183256297369,1.093170838178111,1,1
110,178.2,179.8,179.85,177.6,3.579439669523883,179.18102168376348,184.84339999999986,58.58540883360125,167.9823525637908,174.20800000000003,180.43364743620924,7.147372607697941,0.9491099164623545,1,0
111,178.1,178.39,179.72,177.95,3.332376859591903,179.12998802674647,184.51459999999986,52.85251143360241,168.4687258744322,174.716,180.9632741255678,7.151347473119575,0.7940482461753715,1,0
112,176.81,178.99,179.05,175.8,3.3206087367930595,179.12095654114992,184.15559999999982,54.93743547232015,169.1256536563997,175.29600000000002,181.46634634360035,7.039916876141302,0.7993348990718551,1,0
113,173.8,177.49,177.99,173.18,3.6762360601083373,179.01573353849508,183.78759999999983,48.92734731485173,170.39807541749008,175.91400000000007,181.42992458251007,6.271160433518644,0.6428590960976106,1,0
114,173.79,174.91,175.45,172.68,3.838202337235718,178.75084750375348,183.33439999999985,40.46681930341098,172.23932752614314,176.44866666666672,180.6580058071903,4.7711770454752624,0.3172318010856046,1,0
115,171.09,173.66,174.21,170.97,3.852744860487758,178.42240572931777,182.8453999999998,37.020642558972916,172.80773734215805,176.6193333333334,180.43092932450875,4.316170737641426,0.11179866121896383,1,0
116,172.255,172.4,173.63,170.82,3.708067023275222,178.0338634242005,182.33419999999984,33.79708286794738,172.59125777551313,176.55000000000007,180.508742224487,4.484556470673394,-0.024156381581262182,1,0
117,171.22,173.75,174.3,170.93,3.6597717342359055,177.7574851387682,181.91499999999985,40.015132469612766,172.7332649431397,176.60000000000005,180.46673505686041,4.37908839961536,0.13147203543935868,1,0
118,172.02,171.21,173.07,170.341,3.623947200773632,177.33506674271865,181.47559999999984,33.44763505606896,172.3406784796118,176.48866666666672,180.63665485372164,4.700571731202667,-0.13629239388149897,1,0
119,169.34,170.69,172.03,167.62,3.73624045780597,176.90635275931746,180.97519999999986,32.24384809341744,171.49485294070004,176.17066666666673,180.84648039263342,5.308277268217209,-0.08606554793130118,1,0
120,172.62,170.43,173.04,169.05,3.7724918209765432,176.48852354903892,180.49839999999986,31.61178456972028,170.66243358469507,175.81000000000003,180.957566415305,5.855828923616363,-0.022577036014919345,1,0
121,174.82,171.96,175.2,171.66,3.914992989408463,176.1963607394235,180.09119999999984,39.38133361572144,170.15531711250557,175.46400000000003,180.77268288749448,6.051022303714101,0.1699746364343675,1,0
122,174.2,176.08,176.97,174.15,4.07142256235011,176.1888535949446,179.74439999999984,54.75951738628137,170.132507201056,175.28800000000004,180.44349279894408,5.882311166701699,0.5768112798219981,1,0
123,174.67,174.79,177.079,174.05,3.9225050534429506,176.09860497591592,179.45159999999984,50.31855763299213,170.06270983603656,175.01733333333337,179.97195683063018,5.661866059700913,0.47705846534480295,1,0
124,174.55,173.93,176.3,173.86,3.7107186172368145,175.95869497746972,179.10539999999986,47.46704281299138,170.16022425409673,174.56533333333337,178.97044241257,5.046946028883135,0.42788676490123817,1,0
125,179.26,175.49,179.695,175.4,4.0041873862029815,175.92845659182652,178.81619999999984,52.85213473312894,170.37451232869867,174.278,178.1814876713013,4.479610359656779,0.655245783009732,1,0
126,177.52,179.07,179.63,177.13,4.023589188173982,176.13113681170867,178.61019999999982,62.62208339423013,170.30577188389788,174.32333333333335,178.34089478276883,4.609321509190365,1.0907397716758775,1,1
127,176.48,177.97,179.38,176.17,3.907362161291985,176.24977314643715,178.3615999999998,58.48457635869886,170.40066655137025,174.25533333333337,178.1100001152965,4.424159316363096,0.9818401792923346,1,0
128,176.48,175.01,176.495,173.82,3.942024709678845,176.16978778215088,178.0659999999998,48.837027772827845,170.44131256477334,174.09000000000003,177.73868743522672,4.191725469845126,0.6260727338710502,1,0
129,174.0,175.74,176.1,173.58,3.7388783225818645,176.14205953814115,177.78139999999982,51.049712374884216,170.45567942002492,174.14533333333335,177.8349872466418,4.237442190019562,0.7160997622181793,1,0
130,176.51,174.21,177.3,173.98,3.6790385622130297,176.01741053568043,177.4393999999998,46.378725776308436,170.4974625799197,174.18200000000004,177.8665374200804,4.230675293750612,0.50379966286234,1,0
131,179.49,176.3,180.13,174.82,3.9991759104683093,176.03564211402363,177.1525999999998,52.91737891470048,170.75143418972397,174.44200000000004,178.1325658102761,4.231281239926243,0.7517229193998561,1,0
132,180.07,179.36,180.3,177.34,3.999293637544265,176.2501168163447,176.9107999999998,60.71123193986452,170.7096958222809,174.81600000000006,178.9223041777192,4.697858522925992,1.0532955917703009,1,1
133,178.35,178.18,180.239,177.79,3.777823117895086,176.3746254088386,176.6805999999998,56.69037189187104,171.26533181139297,175.2806666666667,179.2960015219404,4.5816060968203995,0.8610325711098972,1,0
134,175.18,177.56,178.21,173.54,3.9052769581957905,176.45110118891353,176.4375999999998,54.58003919656613,172.0959868838716,175.7386666666667,179.38134644946177,4.145564379072431,0.7499990998297106,1,0
135,188.4,182.91,188.85,181.47,4.960237392739248,176.86780433801587,176.3355999999998,66.5269676294496,172.67213822634784,176.57066666666668,180.46919510698552,4.415827967256367,1.3130418221105566,0,0
136,188.28,189.7,189.98,187.61,5.261632050919354,177.6956879291116,176.3807999999998,75.58356778014799,171.8609976334631,177.75333333333336,183.6456690332036,6.629789258377051,1.513746269321494,0,0
137,189.485,189.46,189.92,188.28,4.744256043645159,178.4546758046528,176.4739999999998,74.7888626378604,171.36067301181075,178.64533333333335,185.92999365485596,8.15544429356036,1.2422903875637552,0,0
138,187.84,187.87,189.12,187.48,4.349362323124424,179.06211607532035,176.50339999999983,69.41627724176284,171.65031077076387,179.51733333333334,187.38435589590281,8.764638396183997,1.0308658136057622,0,0
139,184.94,187.65,187.85,184.74,4.1751677055352205,179.61617310271905,176.6081999999998,68.65801282701553,172.35450311049593,180.43200000000004,188.50949688950416,8.953508124394915,0.94679682943481,0,0
140,179.695,184.12,184.9,179.5,4.743000890458761,179.90674257996298,176.63279999999983,57.46661169118419,173.0777757164196,181.00733333333338,188.93689095024715,8.761587136705806,0.6962698814387388,0,0
141,180.09,180.19,180.59,178.545,4.861857906107512,179.92501725222343,176.60019999999986,47.8236343587135,173.1824711532919,181.08200000000002,188.98152884670813,8.724808480918156,0.44354093659827964,2,0
142,177.38,178.61,179.15,175.82,4.791592490949297,179.84017742949933,176.58779999999987,44.488842816692184,173.2594015090296,181.1246666666667,188.98993182430382,8.684918848863335,0.34014101137931907,2,0
143,180.674,176.38,181.104,176.01,4.834793563670829,179.61694017598325,176.58239999999986,40.10340798926346,173.49511701941103,181.21600000000004,188.93688298058905,8.52119347142527,0.18682338456895559,2,0
144,178.52,181.12,181.55,178.325,4.882680197432141,179.7139117775327,176.6533999999999,51.414387230589554,174.17020949548066,181.57466666666673,188.9791238378528,8.155826258273251,0.4692977718585483,2,0
145,177.06,177.23,177.68,176.25,4.880868740656122,179.55365940478865,176.7185999999999,43.861539727480434,174.74532051648177,181.77600000000004,188.8066794835183,7.735542077632106,0.17670265650304154,2,0
146,175.07,175.84,176.13,173.735,4.682887491990958,179.31406847544744,176.81999999999988,41.44433246514346,174.6590249855446,181.74533333333338,188.83164168112216,7.798063606719422,0.08332794429019763,2,0
147,172.3,174.49,175.1,171.96,4.568189278849393,179.00283825122503,176.90399999999988,39.11794268147461,173.8694347141994,181.4206666666667,188.971898619134,8.324555400671702,0.041090333981718324,2,0
148,177.14,174.0,177.5054,173.48,4.490647953299482,178.6800744930815,177.01959999999988,38.25199583506546,173.17136414080053,181.14200000000002,189.11263585919951,8.800428237735577,0.05198053667469182,2,0
149,177.13,176.57,178.54,176.5,4.497698245685269,178.54394065481816,177.2131999999999,45.30763649697146,173.0303736104666,181.07600000000005,189.1216263895335,8.886463572790928,0.21997208285349243,2,0
150,178.88,177.45,179.48,177.05,4.270884210587373,178.47336383837828,177.3401999999999,47.586225539575885,172.5940177383809,180.71200000000005,188.8299822616192,8.984441831886256,0.2990880064235663,2,0
151,177.97,179.46,179.69,177.305,4.001472180503462,178.53701778428936,177.46059999999986,52.59816005886503,172.7512453976227,180.0293333333334,187.30742126904408,8.085446744653483,0.46088716305968924,2,0
152,177.32,177.79,178.62,176.55,3.8455475832886807,178.48882308852876,177.55639999999988,48.33167974444386,173.00471456795844,179.2513333333334,185.49795209870837,6.969676207382884,0.3830300528796801,2,0
153,179.48,177.97,180.75,177.6,3.74618364281887,178.4553506312043,177.65819999999988,48.82877376891502,173.38132316060245,178.59133333333338,183.8013435060643,5.834561034388676,0.44037119768158745,2,0
154,180.87,178.19,180.93,177.01,3.771014550987605,178.43823123564275,177.7127999999999,49.488722530641965,174.2237516288398,177.96066666666673,181.69758170449364,4.1997089669555265,0.5306848471281587,2,0
155,179.69,179.8,180.27,177.58,3.616583900846518,178.5260872849561,177.7919999999999,54.28299638689358,174.74098216796588,177.67266666666674,180.6043511653676,3.3000962429421064,0.8628175771089914,2,0
