Open,Close,High,Low,ATR,EMA_fast,EMA_slow,RSI
169.5,167.45,170.92,167.16,3.813100877165295,171.19466425872562,172.97825000000003,31.258344305286567
170.09,168.54,170.35,167.54,3.6826578947131106,170.7119980298664,172.54275,35.775819164491246
169.28,169.59,170.45,168.64,3.429421052611237,170.5079983880725,172.15725000000003,39.99641028190209
168.49,169.68,169.85,167.8801,3.2209180450953454,170.35745322660478,171.86975,40.36962003492115
165.19,168.41,168.56,165.19,3.402215467224583,170.00337082176753,171.64075000000003,36.7825768533135
163.055,163.76,165.28,162.8,3.717613257621069,168.86821249053708,171.23675000000003,27.016539421534546
165.19,163.77,166.305,163.73,3.5543827922466327,167.94126476498488,170.84725000000003,27.0628126480618
165.0,165.33,165.6,163.89,3.308042393354254,167.46648935316944,170.40375000000003,34.28474801526374
165.05,165.02,166.4521,164.49,3.1157649085893593,167.02167310713864,169.89675000000005,33.551235234201584
166.09,166.65,167.87,165.56,3.077798493076593,166.95409617856797,169.47675000000004,40.93413078503655
165.8,167.63,168.16,165.54,3.012398708351366,167.0769877824647,169.22375000000005,45.01523904350713
166.1,166.47,167.41,165.65,2.864913178586884,166.96662636747112,168.94375000000002,41.265365548900455
165.09,165.23,165.39,164.03,2.804211295931615,166.65087611884002,168.60175,37.55010404859236
164.59,165.21,166.32,163.82,2.7607525393699555,166.38889864268728,168.23375000000001,37.48961448294032
161.63,165.56,165.8,161.42,2.992073605174251,166.23818979856233,167.82425,39.388165574052266
161.22,160.1,162.06,159.78,3.3903488044350722,165.1221552897328,167.1515,25.80387157788124
162.35,160.8,162.36,160.51,3.2288704038014933,164.33630887341775,166.603,29.278326901070535
161.42,162.03,162.03,160.08,3.0461746318298495,163.9169799873418,166.02950000000004,35.20250699886813
162.43,164.66,164.9584,162.0,3.033635398711301,164.05207453509783,165.584,45.95768904862425
164.74,163.76,165.05,161.8,3.0645446274668298,163.99897007417096,165.48250000000002,43.229443478988145
166.595,165.63,166.84,165.11,3.066752537828713,164.29552096977625,165.39150000000004,50.07210586524895
164.27,166.17,166.29,164.22,2.924359318138896,164.63633533890783,165.27300000000005,51.93109080679411
162.44,164.9,165.0,161.91,3.1151651298333385,164.68427436819732,165.03850000000006,47.32637032509865
161.53,162.36,162.47,161.271,3.1885701112857214,164.2616790285251,164.67250000000007,39.53603088552461
159.37,160.77,161.05,159.35,3.163060095387764,163.62682829606598,164.29050000000007,35.47449492780787
157.97,157.65,158.49,155.98,3.395480081760944,162.5401322422358,163.98500000000007,28.982867985000084
159.94,158.28,160.77,157.87,3.3561257843665238,161.76556274364748,163.71050000000008,31.78358773444619
158.86,160.25,160.34,157.85,3.2323935294570214,161.49000588116613,163.45650000000006,40.00430613808083
158.83,158.93,161.5501,157.68,3.3234944538203015,161.02455026640865,163.15200000000007,36.7106506207782
159.3,157.83,162.14,157.81,3.4672809604173986,160.44372294524345,162.71100000000007,34.11029273720015
157.32,159.28,159.4,156.54,3.3805265375006295,160.2321369551992,162.29350000000005,40.30359178849388
155.07,157.4,157.82,154.15,3.630451317857682,159.7172029633448,161.8400000000001,35.49693936043107
156.08,155.0,156.74,154.28,3.557529701020871,158.8595296972821,161.32850000000008,30.360938955262938
152.16,155.85,156.46,151.64,3.7378826008750354,158.31234247959446,160.86050000000006,34.11242094276155
151.19,152.99,153.245,149.92,4.051042229321459,157.34464384694093,160.23200000000006,28.393945054075036
151.28,152.59,153.4,150.1,3.943750482275538,156.4801631474971,159.85650000000007,27.673043233238975
147.805,150.47,153.14,147.7,4.157500413379032,155.38740621158854,159.34000000000006,24.07367601814966
150.21,148.5,150.94,147.6096,4.039343211467741,154.13515053675425,158.66350000000006,21.223486028017266
153.559,150.59,154.535,150.225,4.32443703840092,153.49057771188984,157.96000000000006,30.87126916915015
152.81,152.87,153.47,151.83,4.1180888900579316,153.37774540063714,157.41550000000007,39.80686987638977
153.7,151.6,154.0299,151.13,3.9440619057639417,153.05451896415767,156.71400000000006,36.858203117915636
153.785,153.83,156.3,153.46,4.052053062083381,153.195515516129,156.09700000000004,44.83117177879766
148.045,151.03,151.11,147.33,4.401759767500041,152.80178542228737,155.40350000000007,38.11647363547013
144.38,145.91,146.71,143.9,4.791508372142892,151.54873352732602,154.58100000000005,29.22348355361858
146.83,145.31,147.2285,145.01,4.423935747551051,150.41441834053947,153.80800000000005,28.361877291426563
147.05,147.41,149.08,146.83,4.330516355043759,149.86816046044137,153.29600000000002,35.73081963817329
147.71,147.92,149.17,147.45,3.9632997328946495,149.51394946763384,152.77800000000002,37.466547913012406
147.11,146.71,147.19,145.7202,3.711371199623983,149.0041404735186,152.10100000000003,34.976391307294655
150.09,149.4,150.34,147.24,3.699746742534842,149.07611493287885,151.62450000000004,44.14619694118686
148.87,148.91,149.95,147.16,3.5697829221727204,149.04591221780996,151.17850000000004,42.92112539431923
150.2,148.48,151.3,148.405,3.4733853618623334,148.94301908729906,150.63850000000002,41.79035587719174
152.35,152.55,153.0,150.85,3.6229017387391442,149.59883379869925,150.39600000000002,54.41930876149489
153.51,153.71,156.33,153.3475,3.645344347490695,150.34631856257212,150.33150000000003,57.34963656438212
153.11,155.33,155.5,152.88,3.4988665835634536,151.2524424602863,150.30550000000002,61.218427237333614
152.12,153.2,153.77,150.86,3.6375999287686747,151.6065438311433,150.31600000000003,54.0551515673053
150.952,153.85,154.26,150.92,3.595085653230293,152.01444495275362,150.37900000000002,55.80846603920838
149.46,151.01,151.3401,149.22,3.7429305599116796,151.8318185977075,150.40600000000003,47.08535641260718
153.775,150.87,154.33,150.42,3.7667976227814433,151.6569424890334,150.52450000000005,46.68566758887703
153.88,151.92,154.58,151.168,3.75868367666981,151.70477112739098,150.59100000000004,50.20787977936884
150.64,154.65,155.23,150.64,3.877443151431266,152.24026728604716,150.68000000000004,58.18790567086608
152.575,151.73,153.1,150.78,3.876379844083943,152.14749141585676,150.68650000000005,48.87818867198778
148.03,154.5,157.38,147.83,4.686897009214806,152.57522024933735,150.72000000000006,56.25526026662263
148.9,150.82,151.18,148.17,4.921626007898406,152.25608929491239,150.70950000000005,46.37652196495773
143.97,145.43,146.61,141.32,5.575679435341491,151.01498215038285,150.68550000000005,36.06869335158541
142.7,144.29,144.34,142.28,5.229153801721279,149.7922581230405,150.63450000000006,34.27824746329124
144.955,143.0,145.55,142.85,4.867846115761099,148.55730210066952,150.41400000000004,32.26453023225862
143.155,145.93,147.23,143.08,4.776725242080941,148.0796108096387,150.31450000000004,41.010184677566166
143.17,143.96,144.25,141.9,4.670050207497949,147.33059066243166,150.17700000000005,37.402467250520985
140.89,141.86,142.43,138.81,4.738614463569671,146.33593781471683,149.80000000000004,33.87303051428476
140.305,142.53,143.16,140.3,4.470240968774001,145.64394912113195,149.48100000000005,36.01348790228195
138.12,141.11,143.315,137.9,4.605206544663429,144.8195947354716,149.11250000000007,33.46277842211426
135.28,137.87,138.02,134.22,4.931605609711513,143.55603205629495,148.37850000000006,28.368861328388277
134.08,135.27,136.25,133.77,4.812804808324153,142.04948077333225,147.45650000000006,24.978526999687382
136.815,135.21,138.61,135.03,4.636689835706419,140.80593881454456,146.45050000000006,24.90221830027065
134.83,135.94,137.29,134.13,4.425734144891216,139.92122266644554,145.58750000000006,27.880653201746693
132.03,134.76,134.92,131.66,4.404914981335328,138.98281854527363,144.6330000000001,26.026708048609798
